isotope,distance_cm,counts_free,counts_Al,counts_Cu,counts_Pb,Al_ratio,Cu_ratio,Pb_ratio
Na22,30.0,1362,1454,1318,1021,1.0675477239353892,0.9676945668135095,0.749632892804699
Na22,30.0,1434,1332,1245,1114,0.9288702928870293,0.8682008368200836,0.7768479776847977
Na22,30.0,1407,1356,1303,1106,0.9637526652452025,0.9260838663823738,0.7860696517412935
Na22,30.0,1411,1421,1299,1037,1.0070871722182848,0.920623671155209,0.7349397590361446
Na22,30.0,1408,1365,1287,1022,0.9694602272727273,0.9140625,0.7258522727272727
Na22,30.0,1416,1395,1293,1035,0.9851694915254238,0.913135593220339,0.7309322033898306
Na22,30.0,1401,1358,1295,1052,0.9693076374018558,0.9243397573162027,0.7508922198429693
Na22,30.0,1416,1484,1321,983,1.0480225988700564,0.932909604519774,0.6942090395480226
Na22,30.0,1457,1352,1301,1028,0.9279341111873713,0.8929306794783802,0.7055593685655457
Na22,30.0,1484,1423,1346,1090,0.9588948787061995,0.9070080862533693,0.7345013477088949
Na22,30.0,1392,1449,1290,1060,1.040948275862069,0.9267241379310345,0.7614942528735632
Na22,30.0,1406,1462,1297,1002,1.0398293029871977,0.922475106685633,0.7126600284495022
Na22,30.0,1412,1396,1339,1117,0.9886685552407932,0.9483002832861189,0.7910764872521246
Na22,30.0,1339,1435,1246,1101,1.071695294996266,0.9305451829723674,0.8222554144884242
Na22,30.0,1505,1429,1342,1042,0.9495016611295681,0.8916943521594685,0.692358803986711
Na22,30.0,1445,1441,1264,1047,0.9972318339100346,0.8747404844290657,0.7245674740484429
Na22,30.0,1417,1426,1240,1111,1.0063514467184191,0.8750882145377559,0.7840508115737473
Na22,30.0,1406,1378,1223,1119,0.9800853485064012,0.8698435277382646,0.7958748221906117
Na22,30.0,1525,1384,1313,1009,0.9075409836065573,0.860983606557377,0.6616393442622951
Na22,30.0,1434,1355,1272,1062,0.9449093444909344,0.8870292887029289,0.7405857740585774
Na22,30.0,1478,1477,1318,1065,0.9993234100135318,0.8917456021650879,0.7205683355886333
Na22,30.0,1504,1407,1303,1045,0.9355053191489362,0.8663563829787234,0.694813829787234
Na22,30.0,1464,1424,1302,1120,0.9726775956284153,0.889344262295082,0.7650273224043715
Na22,30.0,1436,1429,1231,1049,0.995125348189415,0.8572423398328691,0.7305013927576601
Na22,30.0,1400,1387,1242,1051,0.9907142857142858,0.8871428571428571,0.7507142857142857
Na22,30.0,1409,1368,1355,1084,0.9709013484740951,0.9616749467707594,0.7693399574166075
Na22,30.0,1508,1397,1247,991,0.9263925729442971,0.8269230769230769,0.6571618037135278
Na22,30.0,1420,1334,1315,979,0.9394366197183098,0.926056338028169,0.6894366197183098
Na22,30.0,1360,1436,1223,1040,1.0558823529411765,0.899264705882353,0.7647058823529411
Na22,30.0,1464,1359,1299,1029,0.9282786885245902,0.8872950819672131,0.7028688524590164
Na22,30.0,1433,1322,1270,1107,0.9225401256106072,0.8862526168876483,0.7725052337752966
Na22,30.0,1471,1433,1290,1058,0.9741672331747111,0.8769544527532291,0.7192386131883073
Na22,30.0,1450,1421,1231,987,0.98,0.8489655172413794,0.6806896551724138
Na22,30.0,1412,1258,1289,1074,0.8909348441926346,0.9128895184135978,0.7606232294617564
Na22,30.0,1441,1398,1293,1014,0.9701596113809854,0.897293546148508,0.703678001387925
Na22,30.0,1471,1419,1277,1040,0.964649898028552,0.868116927260367,0.7070020394289599
Na22,30.0,1492,1411,1312,1091,0.9457104557640751,0.8793565683646113,0.7312332439678284
Cd109,10.0,810,825,803,704,1.0185185185185186,0.991358024691358,0.8691358024691358
Cd109,10.0,817,828,742,740,1.0134638922888617,0.9082007343941249,0.9057527539779682
Cd109,10.0,867,818,797,763,0.9434832756632064,0.9192618223760092,0.8800461361014994
Cd109,10.0,825,804,758,710,0.9745454545454545,0.9187878787878788,0.8606060606060606
Cd109,10.0,801,843,785,706,1.0524344569288389,0.9800249687890137,0.8813982521847691
Cd109,10.0,849,806,747,746,0.9493521790341578,0.8798586572438163,0.8786808009422851
Cd109,10.0,861,802,742,723,0.9314750290360047,0.8617886178861789,0.8397212543554007
Cd109,10.0,833,851,800,745,1.021608643457383,0.9603841536614646,0.8943577430972389
Cd109,10.0,895,834,786,694,0.9318435754189944,0.8782122905027933,0.7754189944134078
Cd109,10.0,817,821,820,694,1.0048959608323134,1.003671970624235,0.8494492044063647
Cd109,10.0,801,800,813,726,0.9987515605493134,1.0149812734082397,0.9063670411985019
Cd109,10.0,848,789,812,702,0.9304245283018868,0.9575471698113207,0.8278301886792453
Cd109,10.0,822,835,767,701,1.0158150851581509,0.9330900243309003,0.8527980535279805
Cd109,10.0,843,785,744,685,0.9311981020166074,0.8825622775800712,0.8125741399762753
Cd109,10.0,789,772,807,760,0.9784537389100126,1.0228136882129277,0.9632446134347274
Cd109,10.0,807,776,799,772,0.9615861214374225,0.990086741016109,0.9566294919454771
Cd109,10.0,809,819,746,713,1.0123609394313968,0.9221260815822002,0.8813349814585909
Cd109,10.0,824,796,812,702,0.9660194174757282,0.9854368932038835,0.8519417475728155
Cd109,10.0,814,834,782,721,1.0245700245700247,0.9606879606879607,0.8857493857493858
Cd109,10.0,821,778,748,710,0.9476248477466505,0.9110840438489647,0.8647990255785627
Cd109,10.0,790,819,800,747,1.0367088607594936,1.0126582278481013,0.9455696202531646
Cd109,10.0,781,799,718,759,1.0230473751600513,0.9193341869398207,0.971830985915493
Cd109,10.0,806,836,815,751,1.0372208436724566,1.011166253101737,0.9317617866004962
Cd109,10.0,840,794,752,712,0.9452380952380952,0.8952380952380953,0.8476190476190476
Cd109,10.0,806,743,762,688,0.9218362282878412,0.9454094292803971,0.8535980148883374
Cd109,10.0,826,794,792,688,0.9612590799031477,0.9588377723970944,0.8329297820823245
Cd109,10.0,833,767,843,751,0.9207683073229291,1.0120048019207684,0.9015606242496998
Cd109,10.0,816,850,813,672,1.0416666666666667,0.9963235294117647,0.8235294117647058
Cd109,10.0,788,783,799,743,0.9936548223350253,1.013959390862944,0.9428934010152284
Cd109,10.0,853,845,783,737,0.9906213364595545,0.917936694021102,0.8640093786635404
Cd109,10.0,857,814,780,739,0.9498249708284714,0.9101516919486581,0.8623103850641773
Cd109,10.0,851,828,770,744,0.972972972972973,0.9048178613396005,0.8742655699177438
Cd109,10.0,804,813,851,713,1.0111940298507462,1.058457711442786,0.8868159203980099
Cd109,10.0,840,859,805,702,1.0226190476190475,0.9583333333333334,0.8357142857142857
Cd109,10.0,827,820,755,727,0.9915356711003628,0.9129383313180169,0.879081015719468
Cd109,10.0,844,829,810,738,0.9822274881516587,0.9597156398104265,0.8744075829383886
Cd109,10.0,821,774,788,652,0.9427527405602923,0.9598051157125457,0.7941534713763703
Cd109,10.0,851,819,791,735,0.9623971797884842,0.9294947121034077,0.863689776733255
Cd109,10.0,836,802,797,712,0.9593301435406698,0.9533492822966507,0.8516746411483254
Cd109,10.0,801,779,765,732,0.9725343320848939,0.9550561797752809,0.9138576779026217
Cd109,10.0,836,823,808,692,0.9844497607655502,0.9665071770334929,0.8277511961722488
Cd109,10.0,804,845,724,710,1.050995024875622,0.900497512437811,0.8830845771144279
Cd109,10.0,815,815,786,709,1.0,0.9644171779141104,0.8699386503067484
Cd109,10.0,815,776,810,669,0.9521472392638037,0.9938650306748467,0.8208588957055215
Cd109,10.0,802,807,803,719,1.0062344139650872,1.0012468827930174,0.8965087281795511
Cd109,10.0,827,783,776,725,0.9467956469165659,0.9383313180169287,0.8766626360338573
Cd109,10.0,816,788,766,696,0.9656862745098039,0.9387254901960784,0.8529411764705882
Cd109,10.0,838,785,793,701,0.9367541766109785,0.9463007159904535,0.8365155131264916
Cd109,10.0,820,824,855,733,1.0048780487804878,1.0426829268292683,0.8939024390243903
Cd109,10.0,783,837,780,741,1.0689655172413792,0.9961685823754789,0.946360153256705
Cd109,10.0,807,819,800,714,1.0148698884758365,0.9913258983890955,0.8847583643122676
Cd109,10.0,831,817,789,677,0.9831528279181708,0.9494584837545126,0.8146811070998796
Cd109,10.0,798,821,746,706,1.0288220551378446,0.9348370927318296,0.8847117794486216
Cd109,10.0,820,848,800,736,1.0341463414634147,0.975609756097561,0.8975609756097561
Cd109,10.0,837,794,771,698,0.948626045400239,0.921146953405018,0.8339307048984468
Cd109,10.0,845,816,772,778,0.9656804733727811,0.9136094674556213,0.9207100591715977
Cd109,10.0,765,782,813,726,1.0222222222222221,1.0627450980392157,0.9490196078431372
Cd109,10.0,854,847,811,735,0.9918032786885246,0.949648711943794,0.860655737704918
Cd109,10.0,793,829,764,744,1.0453972257250945,0.9634300126103404,0.9382093316519546
Cd109,10.0,829,800,772,753,0.9650180940892642,0.9312424607961399,0.9083232810615199
Cd109,10.0,816,832,778,766,1.0196078431372548,0.9534313725490197,0.9387254901960784
Cd109,10.0,851,766,752,745,0.900117508813161,0.8836662749706228,0.8754406580493537
Cd109,10.0,801,819,777,728,1.0224719101123596,0.9700374531835206,0.9088639200998752
Cd109,10.0,793,751,781,742,0.9470365699873896,0.9848675914249685,0.935687263556116
Cd109,10.0,822,801,770,739,0.9744525547445255,0.9367396593673966,0.8990267639902676
Cd109,10.0,838,829,781,693,0.9892601431980907,0.931980906921241,0.8269689737470167
Cd109,10.0,791,815,762,710,1.0303413400758534,0.9633375474083439,0.8975979772439949
Cd109,10.0,810,798,756,726,0.9851851851851852,0.9333333333333333,0.8962962962962963
Cd109,10.0,830,812,767,697,0.9783132530120482,0.9240963855421687,0.8397590361445784
Cd109,10.0,825,892,774,739,1.0812121212121213,0.9381818181818182,0.8957575757575758
Cd109,10.0,866,797,782,693,0.9203233256351039,0.9030023094688222,0.8002309468822171
Cd109,10.0,804,822,778,794,1.0223880597014925,0.9676616915422885,0.9875621890547264
Cd109,10.0,850,799,789,730,0.94,0.928235294117647,0.8588235294117647
Cd109,10.0,843,824,777,681,0.9774614472123369,0.9217081850533808,0.8078291814946619
Cd109,10.0,814,792,777,690,0.972972972972973,0.9545454545454546,0.8476658476658476
Cd109,10.0,799,853,796,771,1.0675844806007508,0.9962453066332916,0.9649561952440551
Cd109,10.0,845,804,746,696,0.9514792899408284,0.8828402366863906,0.8236686390532545
Cd109,10.0,803,798,779,746,0.9937733499377335,0.9701120797011208,0.9290161892901619
Cd109,10.0,829,774,849,722,0.9336550060313631,1.0241254523522316,0.8709288299155609
Cd109,10.0,759,856,773,715,1.1277997364953887,1.018445322793149,0.9420289855072463
Cd109,10.0,802,798,836,728,0.9950124688279302,1.0423940149625934,0.9077306733167082
Cd109,10.0,873,776,809,720,0.8888888888888888,0.9266895761741123,0.8247422680412371
Cd109,10.0,805,836,788,775,1.0385093167701864,0.9788819875776398,0.9627329192546584
Cd109,10.0,850,832,762,735,0.9788235294117648,0.8964705882352941,0.8647058823529412
Cd109,10.0,860,815,830,747,0.9476744186046512,0.9651162790697675,0.8686046511627907
Cd109,10.0,800,855,836,764,1.06875,1.045,0.955
Cd109,10.0,830,871,818,732,1.0493975903614459,0.9855421686746988,0.8819277108433735
Cd109,10.0,851,809,806,741,0.9506462984723855,0.9471210340775558,0.8707403055229143
Cd109,10.0,853,811,691,708,0.9507620164126612,0.8100820633059789,0.8300117233294255
Cd109,10.0,848,812,761,752,0.9575471698113207,0.8974056603773585,0.8867924528301887
Cd109,10.0,846,783,799,763,0.925531914893617,0.9444444444444444,0.9018912529550828
Cd109,10.0,830,864,864,737,1.0409638554216867,1.0409638554216867,0.8879518072289156
Cd109,10.0,777,805,792,732,1.0360360360360361,1.0193050193050193,0.9420849420849421
Cd109,10.0,803,825,772,717,1.0273972602739727,0.9613947696139477,0.8929016189290162
Cd109,10.0,830,791,781,764,0.9530120481927711,0.9409638554216867,0.9204819277108434
Cd109,10.0,850,807,797,726,0.9494117647058824,0.9376470588235294,0.8541176470588235
Cd109,10.0,826,837,797,718,1.013317191283293,0.9648910411622276,0.8692493946731235
Cd109,10.0,816,801,792,750,0.9816176470588235,0.9705882352941176,0.9191176470588235
Cd109,10.0,851,816,790,705,0.9588719153936546,0.9283196239717979,0.8284371327849589
Cd109,10.0,793,823,790,733,1.0378310214375788,0.9962168978562421,0.9243379571248423
Cd109,10.0,802,784,748,695,0.9775561097256857,0.9326683291770573,0.8665835411471322
Cd109,10.0,843,784,795,746,0.930011862396204,0.9430604982206405,0.8849347568208779
Cd109,10.0,799,798,821,687,0.9987484355444305,1.027534418022528,0.8598247809762203
Cd109,10.0,806,870,784,715,1.0794044665012408,0.9727047146401985,0.8870967741935484
Cd109,10.0,846,794,768,754,0.9385342789598109,0.9078014184397163,0.8912529550827423
Cd109,10.0,829,808,730,735,0.9746682750301568,0.8805790108564535,0.8866103739445115
Cd109,10.0,796,835,773,730,1.0489949748743719,0.9711055276381909,0.9170854271356784
Cd109,10.0,825,735,802,699,0.8909090909090909,0.9721212121212122,0.8472727272727273
Cd109,10.0,817,840,794,728,1.0281517747858018,0.9718482252141983,0.8910648714810282
Cd109,10.0,847,846,783,710,0.9988193624557261,0.9244391971664699,0.8382526564344747
Cd109,10.0,866,814,809,719,0.9399538106235565,0.9341801385681293,0.8302540415704388
Cd109,10.0,785,787,716,728,1.002547770700637,0.9121019108280255,0.9273885350318471
Cd109,10.0,830,808,752,711,0.9734939759036144,0.9060240963855422,0.8566265060240964
Cd109,10.0,844,816,782,664,0.966824644549763,0.9265402843601895,0.7867298578199052
Cd109,10.0,842,830,780,724,0.9857482185273159,0.9263657957244655,0.8598574821852731
Cd109,10.0,858,860,824,770,1.0023310023310024,0.9603729603729604,0.8974358974358975
Cd109,10.0,820,861,779,748,1.05,0.95,0.9121951219512195
Cd109,10.0,793,804,785,738,1.0138713745271122,0.9899117276166457,0.9306431273644389
Cd109,10.0,833,804,783,715,0.9651860744297719,0.9399759903961584,0.858343337334934
Cd109,10.0,813,811,818,728,0.997539975399754,1.006150061500615,0.8954489544895449
Cd109,10.0,832,802,729,739,0.9639423076923077,0.8762019230769231,0.8882211538461539
Cd109,10.0,865,781,808,666,0.9028901734104047,0.9341040462427745,0.7699421965317919
Cd109,10.0,840,815,843,762,0.9702380952380952,1.0035714285714286,0.9071428571428571
Cd109,10.0,803,790,854,752,0.9838107098381071,1.0635118306351183,0.9364881693648817
Cd109,10.0,838,818,778,726,0.9761336515513126,0.9284009546539379,0.8663484486873508
Cd109,10.0,866,829,781,722,0.9572748267898383,0.9018475750577367,0.8337182448036952
Cd109,10.0,819,833,794,689,1.017094017094017,0.9694749694749695,0.8412698412698413
Cd109,10.0,895,774,769,716,0.864804469273743,0.8592178770949721,0.8
Cd109,10.0,882,812,780,717,0.9206349206349206,0.8843537414965986,0.8129251700680272
Cd109,10.0,875,835,764,734,0.9542857142857143,0.8731428571428571,0.8388571428571429
Cd109,10.0,803,826,729,708,1.0286425902864258,0.9078455790784558,0.8816936488169365
Cd109,10.0,824,771,783,673,0.9356796116504854,0.9502427184466019,0.816747572815534
Cd109,10.0,805,844,789,706,1.0484472049689442,0.9801242236024845,0.8770186335403727
Cd109,10.0,813,794,813,682,0.976629766297663,1.0,0.8388683886838868
Cd109,10.0,814,835,856,761,1.0257985257985258,1.0515970515970516,0.9348894348894349
Cd109,10.0,811,819,802,726,1.0098643649815042,0.9889025893958077,0.8951911220715166
Cd109,10.0,873,787,801,721,0.9014891179839634,0.9175257731958762,0.8258877434135166
Cd109,10.0,821,799,807,686,0.9732034104750305,0.9829476248477467,0.8355663824604141
Cd109,10.0,816,743,801,705,0.9105392156862745,0.9816176470588235,0.8639705882352942
Cd109,10.0,739,758,816,727,1.0257104194857916,1.104194857916103,0.9837618403247632
Cd109,10.0,827,820,769,759,0.9915356711003628,0.9298669891172914,0.9177750906892382
Cd109,10.0,816,822,793,731,1.0073529411764706,0.9718137254901961,0.8958333333333334
Cd109,10.0,815,793,794,728,0.9730061349693252,0.9742331288343559,0.8932515337423312
Cd109,10.0,806,781,819,732,0.9689826302729528,1.0161290322580645,0.9081885856079405
Cd109,10.0,834,872,816,691,1.0455635491606714,0.9784172661870504,0.8285371702637889
Cd109,10.0,838,808,807,681,0.964200477326969,0.9630071599045346,0.8126491646778043
Cd109,10.0,791,818,752,712,1.034134007585335,0.9506953223767383,0.900126422250316
Cd109,10.0,833,827,771,688,0.992797118847539,0.9255702280912365,0.8259303721488596
Cd109,10.0,907,850,788,725,0.9371554575523704,0.8687982359426681,0.7993384785005513
Cd109,10.0,801,742,747,714,0.9263420724094882,0.9325842696629213,0.8913857677902621
Cd109,10.0,837,803,858,755,0.959378733572282,1.025089605734767,0.9020310633213859
Cd109,10.0,814,838,789,719,1.0294840294840295,0.9692874692874693,0.8832923832923832
Cd109,10.0,842,839,784,655,0.996437054631829,0.9311163895486936,0.7779097387173397
Cd109,10.0,822,820,795,699,0.9975669099756691,0.9671532846715328,0.8503649635036497
Cd109,10.0,821,860,823,764,1.0475030450669915,1.002436053593179,0.9305724725943971
Cd109,10.0,852,755,763,703,0.886150234741784,0.8955399061032864,0.8251173708920188
Cd109,10.0,818,837,780,694,1.0232273838630808,0.9535452322738386,0.8484107579462102
Cd109,10.0,781,830,762,789,1.0627400768245838,0.9756722151088348,1.0102432778489117
Cd109,10.0,769,848,802,680,1.1027308192457737,1.0429128738621587,0.8842652795838751
Cd109,10.0,820,816,739,711,0.9951219512195122,0.901219512195122,0.8670731707317073
Cd109,10.0,808,810,729,693,1.0024752475247525,0.9022277227722773,0.8576732673267327
Cd109,10.0,850,867,776,693,1.02,0.9129411764705883,0.8152941176470588
Cd109,10.0,821,833,802,725,1.0146163215590742,0.976857490864799,0.8830694275274056
Cd109,10.0,875,809,804,697,0.9245714285714286,0.9188571428571428,0.7965714285714286
Cd109,10.0,834,781,815,683,0.9364508393285371,0.9772182254196643,0.8189448441247003
Cd109,10.0,832,848,813,743,1.0192307692307692,0.9771634615384616,0.8930288461538461
Cd109,10.0,824,848,740,690,1.029126213592233,0.8980582524271845,0.837378640776699
Cd109,10.0,783,796,817,734,1.016602809706258,1.0434227330779056,0.9374201787994891
Cd109,10.0,841,800,784,732,0.9512485136741974,0.9322235434007135,0.8703923900118906
Cd109,10.0,834,826,737,746,0.9904076738609112,0.8836930455635491,0.894484412470024
Cd109,10.0,803,833,821,682,1.037359900373599,1.0224159402241595,0.8493150684931506
Cd109,10.0,813,796,832,716,0.9790897908979089,1.023370233702337,0.8806888068880688
Cd109,10.0,838,842,799,745,1.0047732696897376,0.9534606205250596,0.8890214797136038
Cd109,10.0,820,851,771,692,1.0378048780487805,0.9402439024390243,0.8439024390243902
Cd109,10.0,844,837,797,696,0.9917061611374408,0.9443127962085308,0.8246445497630331
Cd109,10.0,823,809,751,756,0.982989064398542,0.9125151883353585,0.9185905224787363
Cd109,10.0,793,792,730,676,0.9987389659520807,0.9205548549810845,0.8524590163934426
Cd109,10.0,773,803,791,716,1.0388098318240622,1.0232858990944373,0.926261319534282
Cd109,10.0,781,817,791,756,1.0460947503201024,1.0128040973111396,0.967989756722151
Cd109,10.0,859,793,779,777,0.9231664726426076,0.9068684516880093,0.9045401629802096
Cd109,10.0,817,798,753,742,0.9767441860465116,0.9216646266829865,0.9082007343941249
Cd109,10.0,818,808,804,729,0.9877750611246944,0.9828850855745721,0.89119804400978
Cd109,10.0,827,811,791,731,0.9806529625151149,0.9564691656590084,0.8839177750906893
Cd109,10.0,801,861,800,747,1.0749063670411985,0.9987515605493134,0.9325842696629213
Cd109,10.0,832,804,766,749,0.9663461538461539,0.9206730769230769,0.9002403846153846
Cd109,10.0,739,843,782,719,1.1407307171853855,1.0581867388362651,0.972936400541272
Cd109,10.0,807,829,782,770,1.0272614622057001,0.9690210656753407,0.9541511771995044
Cd109,10.0,819,859,771,717,1.0488400488400489,0.9413919413919414,0.8754578754578755
Cd109,10.0,830,824,811,703,0.9927710843373494,0.9771084337349397,0.846987951807229
Cd109,10.0,805,789,791,685,0.9801242236024845,0.9826086956521739,0.8509316770186336
Cd109,10.0,823,843,795,700,1.0243013365735116,0.9659781287970839,0.850546780072904
Cd109,10.0,848,766,773,694,0.9033018867924528,0.9115566037735849,0.8183962264150944
Cd109,10.0,774,857,769,724,1.107235142118863,0.9935400516795866,0.9354005167958657
Cd109,10.0,816,766,753,749,0.9387254901960784,0.9227941176470589,0.9178921568627451
Cd109,10.0,833,797,788,744,0.9567827130852341,0.9459783913565426,0.8931572629051621
Cd109,10.0,777,815,781,731,1.0489060489060489,1.005148005148005,0.9407979407979408
Cd109,10.0,819,839,773,708,1.0244200244200243,0.9438339438339438,0.8644688644688645
Cd109,10.0,775,792,777,752,1.0219354838709678,1.0025806451612904,0.9703225806451613
Cd109,10.0,861,801,824,691,0.9303135888501742,0.9570267131242741,0.8025551684088269
Cd109,10.0,875,788,792,686,0.9005714285714286,0.9051428571428571,0.784
Cd109,20.0,656,660,629,611,1.0060975609756098,0.9588414634146342,0.9314024390243902
Cd109,20.0,620,630,654,622,1.0161290322580645,1.0548387096774194,1.0032258064516129
Cd109,20.0,664,623,644,652,0.9382530120481928,0.9698795180722891,0.9819277108433735
Cd109,20.0,688,647,650,626,0.940406976744186,0.9447674418604651,0.9098837209302325
Cd109,20.0,656,649,683,650,0.989329268292683,1.041158536585366,0.9908536585365854
Cd109,20.0,668,637,656,640,0.9535928143712575,0.9820359281437125,0.9580838323353293
Cd109,20.0,653,642,673,638,0.9831546707503829,1.0306278713629402,0.9770290964777948
Cd109,20.0,662,636,660,617,0.9607250755287009,0.9969788519637462,0.93202416918429
Cd109,20.0,670,660,659,613,0.9850746268656716,0.9835820895522388,0.9149253731343283
Cd109,20.0,711,642,611,631,0.9029535864978903,0.8593530239099859,0.8874824191279888
Cd109,20.0,649,662,701,633,1.0200308166409862,1.0801232665639446,0.975346687211094
Cd109,20.0,636,662,592,616,1.0408805031446542,0.9308176100628931,0.9685534591194969
Cd109,20.0,644,657,656,645,1.0201863354037266,1.0186335403726707,1.0015527950310559
Cd109,20.0,634,688,616,626,1.085173501577287,0.9716088328075709,0.9873817034700315
Cd109,20.0,649,695,676,613,1.0708782742681047,1.041602465331279,0.9445300462249615
Cd109,20.0,639,680,657,616,1.0641627543035994,1.028169014084507,0.9640062597809077
Cd109,20.0,630,647,610,625,1.0269841269841269,0.9682539682539683,0.9920634920634921
Cd109,20.0,670,712,640,637,1.0626865671641792,0.9552238805970149,0.9507462686567164
Cd109,20.0,616,662,603,667,1.0746753246753247,0.9788961038961039,1.0827922077922079
Cd109,20.0,684,654,645,629,0.956140350877193,0.9429824561403509,0.9195906432748538
Cd109,20.0,625,675,652,672,1.08,1.0432,1.0752
Cd109,20.0,647,632,614,609,0.9768160741885626,0.9489953632148377,0.9412673879443586
Cd109,20.0,614,653,619,611,1.0635179153094463,1.00814332247557,0.995114006514658
Cd109,20.0,669,667,623,632,0.9970104633781763,0.9312406576980568,0.9446935724962631
Cd109,20.0,602,660,632,684,1.0963455149501662,1.0498338870431894,1.1362126245847175
Cd109,20.0,679,683,652,634,1.0058910162002945,0.9602356406480118,0.9337260677466863
Cd109,20.0,630,657,655,623,1.042857142857143,1.0396825396825398,0.9888888888888889
Cd109,20.0,629,640,579,668,1.0174880763116056,0.9205087440381559,1.0620031796502385
Cd109,20.0,665,669,635,630,1.006015037593985,0.9548872180451128,0.9473684210526315
Cd109,20.0,689,665,626,635,0.965166908563135,0.9085631349782293,0.9216255442670537
Cd109,20.0,641,633,641,633,0.9875195007800313,1.0,0.9875195007800313
Cd109,20.0,680,666,654,622,0.9794117647058823,0.961764705882353,0.9147058823529411
Cd109,20.0,676,681,677,650,1.007396449704142,1.0014792899408285,0.9615384615384616
Cd109,20.0,677,662,692,609,0.9778434268833087,1.0221565731166913,0.8995568685376661
Cd109,20.0,692,683,637,607,0.9869942196531792,0.9205202312138728,0.8771676300578035
Cd109,20.0,656,719,638,643,1.0960365853658536,0.9725609756097561,0.9801829268292683
Cd109,20.0,655,640,649,612,0.9770992366412213,0.9908396946564886,0.934351145038168
Cd109,20.0,630,674,664,643,1.0698412698412698,1.053968253968254,1.0206349206349206
Cd109,20.0,640,650,635,654,1.015625,0.9921875,1.021875
Cd109,20.0,644,666,638,638,1.0341614906832297,0.9906832298136646,0.9906832298136646
Cd109,20.0,625,661,628,628,1.0576,1.0048,1.0048
Cd109,20.0,695,642,650,671,0.9237410071942446,0.935251798561151,0.9654676258992806
Cd109,20.0,636,662,667,640,1.0408805031446542,1.04874213836478,1.0062893081761006
Cd109,20.0,658,660,660,640,1.0030395136778116,1.0030395136778116,0.9726443768996961
Cd109,20.0,651,675,651,648,1.0368663594470047,1.0,0.9953917050691244
Cd109,20.0,640,641,627,620,1.0015625,0.9796875,0.96875
Cd109,20.0,619,675,658,614,1.0904684975767367,1.063004846526656,0.9919224555735057
Cd109,20.0,639,629,689,612,0.9843505477308294,1.078247261345853,0.9577464788732394
Cd109,20.0,641,639,638,616,0.9968798751950078,0.9953198127925117,0.9609984399375975
Cd109,20.0,658,644,654,648,0.9787234042553191,0.993920972644377,0.9848024316109423
Cd109,20.0,655,647,683,627,0.9877862595419847,1.0427480916030534,0.9572519083969465
Cd109,20.0,668,640,641,631,0.9580838323353293,0.9595808383233533,0.9446107784431138
Cd109,20.0,648,646,628,579,0.9969135802469136,0.9691358024691358,0.8935185185185185
Cd109,20.0,663,672,692,601,1.0135746606334841,1.043740573152338,0.9064856711915535
Cd109,20.0,656,658,662,629,1.0030487804878048,1.0091463414634145,0.9588414634146342
Cd109,20.0,614,662,655,666,1.0781758957654723,1.0667752442996743,1.0846905537459284
Cd109,20.0,673,644,633,601,0.9569093610698366,0.9405646359583952,0.8930163447251115
Cd109,20.0,575,607,646,608,1.0556521739130436,1.1234782608695653,1.057391304347826
Cd109,20.0,664,617,629,599,0.9292168674698795,0.947289156626506,0.9021084337349398
Cd109,20.0,656,652,601,640,0.9939024390243902,0.9161585365853658,0.975609756097561
Cd109,20.0,634,678,666,663,1.0694006309148265,1.0504731861198737,1.0457413249211356
Cd109,20.0,672,649,653,625,0.9657738095238095,0.9717261904761905,0.9300595238095238
Cd109,20.0,652,619,654,604,0.9493865030674846,1.0030674846625767,0.9263803680981595
Cd109,20.0,682,659,645,626,0.966275659824047,0.9457478005865103,0.9178885630498533
Cd109,20.0,644,654,648,640,1.015527950310559,1.0062111801242235,0.9937888198757764
Cd109,20.0,647,683,685,617,1.0556414219474497,1.0587326120556415,0.9536321483771252
Cd109,20.0,629,711,669,661,1.1303656597774245,1.0635930047694753,1.0508744038155804
Cd109,20.0,664,650,624,614,0.9789156626506024,0.9397590361445783,0.9246987951807228
Cd109,20.0,621,685,630,608,1.103059581320451,1.0144927536231885,0.9790660225442834
Cd109,20.0,684,647,676,633,0.945906432748538,0.9883040935672515,0.9254385964912281
Cd109,20.0,650,639,662,613,0.9830769230769231,1.0184615384615385,0.943076923076923
Cd109,20.0,643,643,626,598,1.0,0.973561430793157,0.9300155520995335
Cd109,20.0,657,599,660,640,0.9117199391171994,1.004566210045662,0.974124809741248
Cd109,20.0,646,687,662,604,1.063467492260062,1.0247678018575852,0.934984520123839
Cd109,20.0,641,647,631,599,1.0093603744149766,0.984399375975039,0.9344773790951638
Cd109,20.0,633,646,613,637,1.0205371248025277,0.9684044233807267,1.0063191153238547
Cd109,20.0,655,653,664,587,0.9969465648854962,1.0137404580152671,0.8961832061068702
Cd109,20.0,593,646,681,609,1.0893760539629005,1.148397976391231,1.026981450252951
Cd109,20.0,655,655,613,612,1.0,0.9358778625954198,0.934351145038168
Cd109,20.0,640,689,674,641,1.0765625,1.053125,1.0015625
Cd109,20.0,650,661,635,620,1.0169230769230768,0.9769230769230769,0.9538461538461539
Cd109,20.0,688,652,655,622,0.9476744186046512,0.9520348837209303,0.9040697674418605
Cd109,20.0,668,661,683,641,0.9895209580838323,1.0224550898203593,0.9595808383233533
